Athl Country;Athl Id;Athlete;Ed Country;Ed Id;Ed Type;Ed Year;Event;F1_SCore Transfo (copie);FNR (copie);FPR (copie);PRECISION (copie);PRECISION (copie) (groupe);Prediction Correct;RAPPEL (copie);Result Id;Sex;Sport;1;ACCURACY;Age;Age Not Null;Best Rank;Calcul F1_SCORE;Calcul FNR;Calcul FPR;Calcul PRECISION;Calcul RAPPEL;Eval Pred Pred 2;Event Med Pred;Event Med Pred 2;F Rank;F1_SCORE;F1_SCore Transfo;FN;FNR;FP;FPR;Height;Height Not Null;Medal N;Medal N1;Nb Participation;NB_TRUE;PRECISION;Prediction;Proba 0;Proba 1;Rank N1;RAPPEL;TN;Total Medals;TP;TPR;Weight;Weight Not Null;Wrong Medal Prediction
Jamaica;144276;Ricardo Brown;Japan;61;Summer;2020;Super-Heavyweight, Men;0;;0;;Valeur null et 0;Vrai;;19005859;Male;Boxing;1;1;30;30;;;;0;;;0;9;0;8;;0;0;;0;0;;174;0;0;0;1;;0;0,899581688;0,100418312;;;1;0;0;;;67;
Bahrain;141297;Danis Latypov;Japan;61;Summer;2020;Super-Heavyweight, Men;0;;0;;Valeur null et 0;Vrai;;19005859;Male;Boxing;1;1;30;30;;;;0;;;0;13;0;16;;0;0;;0;0;;174;0;0;0;1;;0;0,933427903;0,066572097;;;1;0;0;;;67;
Colombia;133256;Ceiber Ávila;Japan;61;Summer;2020;Featherweight, Men;0;;0;;Valeur null et 0;Vrai;;19005637;Male;Boxing;1;1;31;31;;;;0;;;0;20;0;5;;0;0;;0;0;162;162;0;0;0;1;;0;0,907700627;0,092299373;;;1;0;0;;49;49;
India;143766;Satish Kumar;Japan;61;Summer;2020;Super-Heavyweight, Men;0;;0;;Valeur null et 0;Vrai;;19005859;Male;Boxing;1;1;31;31;;;;0;;;0;12;0;5;;0;0;;0;0;;174;0;0;0;1;;0;0,907700627;0,092299373;;;1;0;0;;;67;
Colombia;133257;Jorge Luis Vivas;Japan;61;Summer;2020;Light-Heavyweight, Men;0;;0;;Valeur null et 0;Vrai;;19005785;Male;Boxing;1;1;32;32;;;;0;;;0;18;0;17;;0;0;;0;0;172;172;0;0;0;1;;0;0,907700627;0,092299373;;;1;0;0;;69;69;
Mauritius;112898;Richarno Colin;Japan;61;Summer;2020;Lightweight, Men;0;;0;;Valeur null et 0;Vrai;;19005674;Male;Boxing;1;1;33;33;;;;0;;;0;27;0;9;;0;0;;0;0;180;180;0;0;0;1;;0;0,937270955;0,062729045;;;1;0;0;;64;64;
Algeria;120860;Chouaib Bouloudinats;Japan;61;Summer;2020;Super-Heavyweight, Men;0;;0;;Valeur null et 0;Vrai;;19005859;Male;Boxing;1;1;33;33;;;;0;;;0;3;0;8;;0;0;;0;0;183;183;0;0;0;1;;0;0,893680503;0,106319497;;;1;0;0;;91;91;
Trinidad and Tobago;146882;Aaron Solomon Prince;Japan;61;Summer;2020;Middleweight, Men;0;;0;;Valeur null et 0;Vrai;;19005748;Male;Boxing;1;1;34;34;;;;0;;;0;18;0;17;;0;0;;0;0;;174;0;0;0;1;;0;0,907700627;0,092299373;;;1;0;0;;;67;
Kazakhstan;144771;Zakir Safiullin;Japan;61;Summer;2020;Lightweight, Men;0;;0;;Valeur null et 0;Vrai;;19005674;Male;Boxing;1;1;34;34;;;;0;;;0;19;0;5;;0;0;;0;0;;174;0;0;0;1;;0;0,907700627;0,092299373;;;1;0;0;;;67;
Algeria;112185;Abdelhafid Benchabla;Japan;61;Summer;2020;Heavyweight, Men;0;;0;;Valeur null et 0;Vrai;;19005822;Male;Boxing;1;1;34;34;;;;0;;;0;6;0;9;;0;0;;0;0;184;184;0;0;0;1;;0;0,897692792;0,102307208;;;1;0;0;;81;81;
Refugee Olympic Team  Syrian Arab Republic;126861;Wessam Slamana;Japan;61;Summer;2020;Lightweight, Men;0;;0;;Valeur null et 0;Vrai;;19005674;Male;Boxing;1;1;35;35;;;;0;;;0;28;0;17;;0;0;;0;0;160;160;0;0;0;1;;0;0,937270955;0,062729045;;;1;0;0;;56;56;
Thailand;122101;Chatchai Butdee;Japan;61;Summer;2020;Featherweight, Men;0;;0;;Valeur null et 0;Vrai;;19005637;Male;Boxing;1;1;35;35;;;;0;;;0;19;0;5;;0;0;;0;0;166;166;0;0;0;1;;0;0,907700627;0,092299373;;;1;0;0;;52;52;
Jordan;144281;Mohammad Al-Wadi;Japan;61;Summer;2020;Featherweight, Men;0;;0;;Valeur null et 0;Vrai;;19005637;Male;Boxing;1;1;35;35;;;;0;;;0;26;0;17;;0;0;;0;0;;174;0;0;0;1;;0;0,937270955;0,062729045;;;1;0;0;;;67;
Belarus;141083;Vital Bandarenka;Japan;61;Summer;2020;Middleweight, Men;0;;0;;Valeur null et 0;Vrai;;19005748;Male;Boxing;1;1;35;35;;;;0;;;0;17;0;17;;0;0;;0;0;179;179;0;0;0;1;;0;0,906737922;0,093262078;;;1;0;0;;75;75;
Azerbaijan;132609;Lorenzo Sotomayor;Japan;61;Summer;2020;Welterweight, Men;0;;0;;Valeur null et 0;Vrai;;19005711;Male;Boxing;1;1;35;35;;;;0;;;0;15;0;17;;0;0;;0;0;185;185;0;0;0;1;;0;0,907700627;0,092299373;;;1;0;0;;64;64;
Kenya;144860;Elly Ajowi Ochola;Japan;61;Summer;2020;Heavyweight, Men;0;;0;;Valeur null et 0;Vrai;;19005822;Male;Boxing;1;1;37;37;;;;0;;;0;13;0;9;;0;0;;0;0;;174;0;0;0;1;;0;0,904123182;0,095876818;;;1;0;0;;;67;
Belgium;141004;Gabriel De Coster;Japan;61;Summer;2020;Kayak Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006314;Male;Canoe Slalom;1;1;20;20;;;;0;;;0;12;0;22;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Austria;140880;Felix Oschmautz;Japan;61;Summer;2020;Kayak Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006314;Male;Canoe Slalom;1;1;21;21;;;;0;;;0;11;0;4;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Morocco;145186;Mathis Soudi;Japan;61;Summer;2020;Kayak Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006314;Male;Canoe Slalom;1;1;21;21;;;;0;;;0;16;0;18;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Kazakhstan;144772;Aleksandr Kulikov;Japan;61;Summer;2020;Canadian Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006320;Male;Canoe Slalom;1;1;23;23;;;;0;;;0;15;0;12;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Poland;145978;Krzysztof Majerczak;Japan;61;Summer;2020;Kayak Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006314;Male;Canoe Slalom;1;1;23;23;;;;0;;;0;18;0;15;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
People's Republic of China;141834;Quan Xin;Japan;61;Summer;2020;Kayak Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006314;Male;Canoe Slalom;1;1;24;24;;;;0;;;0;6;0;17;;0;0;;0;0;;174;0;0;0;1;;0;0,907815817;0,092184183;;;1;0;0;;;67;
Spain;142498;David Llorente;Japan;61;Summer;2020;Kayak Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006314;Male;Canoe Slalom;1;1;24;24;;;;0;;;0;13;0;10;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Ireland;143893;Liam Jegou;Japan;61;Summer;2020;Canadian Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006320;Male;Canoe Slalom;1;1;24;24;;;;0;;;0;14;0;15;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
New Zealand;145779;Callum Gilbert;Japan;61;Summer;2020;Kayak Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006314;Male;Canoe Slalom;1;1;24;24;;;;0;;;0;17;0;23;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Australia;140743;Daniel Watkins;Japan;61;Summer;2020;Canadian Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006320;Male;Canoe Slalom;1;1;25;25;;;;0;;;0;10;0;9;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Great Britain;143127;Bradley Forbes-Cryans;Japan;61;Summer;2020;Kayak Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006314;Male;Canoe Slalom;1;1;25;25;;;;0;;;0;14;0;6;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Sweden;146757;Erik Holmer;Japan;61;Summer;2020;Kayak Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006314;Male;Canoe Slalom;1;1;25;25;;;;0;;;0;20;0;9;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
United States;147401;Zachary Lokken;Japan;61;Summer;2020;Canadian Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006320;Male;Canoe Slalom;1;1;26;26;;;;0;;;0;3;0;7;;0;0;;0;0;178;178;0;0;0;1;;0;0,894017429;0,105982571;;;1;0;0;;73;73;
Argentina;140484;Lucas Rossi;Japan;61;Summer;2020;Kayak Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006314;Male;Canoe Slalom;1;1;26;26;;;;0;;;0;22;0;21;;0;0;;0;0;188;188;0;0;0;1;;0;0,953238561;0,046761439;;;1;0;0;;88;88;
Portugal;146029;Antoine Launay;Japan;61;Summer;2020;Kayak Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006314;Male;Canoe Slalom;1;1;27;27;;;;0;;;0;8;0;11;;0;0;;0;0;190;190;0;0;0;1;;0;0,938359327;0,061640673;;;1;0;0;;88;88;
Great Britain;143126;Adam Burgess;Japan;61;Summer;2020;Canadian Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006320;Male;Canoe Slalom;1;1;28;28;;;;0;;;0;13;0;4;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Switzerland;146664;Thomas Koechlin;Japan;61;Summer;2020;Canadian Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006320;Male;Canoe Slalom;1;1;29;29;;;;0;;;0;16;0;13;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Switzerland;146663;Martin Dougoud;Japan;61;Summer;2020;Kayak Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006314;Male;Canoe Slalom;1;1;29;29;;;;0;;;0;19;0;13;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Croatia;141995;Matija Marinić;Japan;61;Summer;2020;Canadian Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006320;Male;Canoe Slalom;1;1;30;30;;;;0;;;0;11;0;11;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Japan;144591;Kazuya Adachi;Japan;61;Summer;2020;Kayak Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006314;Male;Canoe Slalom;1;1;30;30;;;;0;;;0;15;0;16;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
ROC  Russian Federation;135761;Pavel Eygel;Japan;61;Summer;2020;Canadian Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006320;Male;Canoe Slalom;1;1;30;30;;;;0;;;0;6;0;18;;0;0;;0;0;178;178;0;0;0;1;;0;0,944792965;0,055207035;;;1;0;0;;81;81;
France;142849;Martin Thomas;Japan;61;Summer;2020;Canadian Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006320;Male;Canoe Slalom;1;1;31;31;;;;0;;;0;17;0;5;;0;0;;0;0;;174;0;0;0;1;;0;0,954661355;0,045338645;;;1;0;0;;;67;
France;142847;Boris Neveu;Japan;61;Summer;2020;Kayak Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006314;Male;Canoe Slalom;1;1;34;34;;;;0;;;0;23;0;7;;0;0;;0;0;;174;0;0;0;1;;0;0,954661355;0,045338645;;;1;0;0;;;67;
Cook Islands;141937;Kohl Tamarua-Horton;Japan;61;Summer;2020;Kayak Singles, 200 metres, Men;0;;0;;Valeur null et 0;Vrai;;19016100;Male;Canoe Sprint;1;1;16;16;;;;0;;;0;23;0;25;;0;0;;0;0;;174;0;0;0;1;;0;0,951370127;0,048629873;;;1;0;0;;;67;
Cook Islands;141937;Kohl Tamarua-Horton;Japan;61;Summer;2020;Kayak Singles, 1,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19016119;Male;Canoe Sprint;1;1;16;16;;;;0;;;0;24;0;27;;0;0;;0;0;;174;0;0;0;1;;0;0,951370127;0,048629873;;;1;0;0;;;67;
Cuba;142033;José Ramón Pelier;Japan;61;Summer;2020;Canadian Singles, 1,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19016169;Male;Canoe Sprint;1;1;19;19;;;;0;;;0;26;0;9;;0;0;;0;0;;174;0;0;0;1;;0;0,938792943;0,061207057;;;1;0;0;;;67;
