Athl Country;Athl Id;Athlete;Ed Country;Ed Id;Ed Type;Ed Year;Event;F1_SCore Transfo (copie);FNR (copie);FPR (copie);PRECISION (copie);PRECISION (copie) (groupe);Prediction Correct;RAPPEL (copie);Result Id;Sex;Sport;1;ACCURACY;Age;Age Not Null;Best Rank;Calcul F1_SCORE;Calcul FNR;Calcul FPR;Calcul PRECISION;Calcul RAPPEL;Eval Pred Pred 2;Event Med Pred;Event Med Pred 2;F Rank;F1_SCORE;F1_SCore Transfo;FN;FNR;FP;FPR;Height;Height Not Null;Medal N;Medal N1;Nb Participation;NB_TRUE;PRECISION;Prediction;Proba 0;Proba 1;Rank N1;RAPPEL;TN;Total Medals;TP;TPR;Weight;Weight Not Null;Wrong Medal Prediction
Czech Republic;142058;Tereza Fišerová;Japan;61;Summer;2020;Canadian Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006332;Female;Canoe Slalom;1;1;22;22;;;;0;;;0;6;0;6;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
France;142717;Marjorie Delassus;Japan;61;Summer;2020;Canadian Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006332;Female;Canoe Slalom;1;1;22;22;;;;0;;;0;8;0;4;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Austria;2101230;Nadine Weratschnig;Japan;61;Summer;2020;Canadian Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006332;Female;Canoe Slalom;1;1;22;22;;;;0;;;0;13;0;5;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Poland;2102332;Klaudia Zwolińska;Japan;61;Summer;2020;Kayak Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006326;Female;Canoe Slalom;1;1;22;22;;;;0;;;0;15;0;5;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
ROC;146112;Alsu Minazova;Japan;61;Summer;2020;Canadian Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006332;Female;Canoe Slalom;1;1;22;22;;;;0;;;0;21;0;14;;0;0;;0;0;;174;0;0;0;1;;0;0,959095343;0,040904657;;;1;0;0;;;67;
ROC;146112;Alsu Minazova;Japan;61;Summer;2020;Kayak Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006326;Female;Canoe Slalom;1;1;22;22;;;;0;;;0;26;0;17;;0;0;;0;0;;174;0;0;0;1;;0;0,959095343;0,040904657;;;1;0;0;;;67;
Japan;144334;Ayano Sato;Japan;61;Summer;2020;Canadian Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006332;Female;Canoe Slalom;1;1;24;24;;;;0;;;0;18;0;20;;0;0;;0;0;157;157;0;0;0;1;;0;0,949617997;0,050382003;;;1;0;0;;56;56;
Brazil;122259;Ana Sátila;Japan;61;Summer;2020;Canadian Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006332;Female;Canoe Slalom;1;1;24;24;;;;0;;;0;17;0;10;;0;0;;0;0;163;163;0;0;0;1;;0;0,949617997;0,050382003;;;1;0;0;;58;58;
Slovenia;146541;Alja Kozorog;Japan;61;Summer;2020;Canadian Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006332;Female;Canoe Slalom;1;1;24;24;;;;0;;;0;12;0;12;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Mexico;145231;Sofía Reinoso;Japan;61;Summer;2020;Kayak Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006326;Female;Canoe Slalom;1;1;24;24;;;;0;;;0;12;0;21;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Great Britain;142982;Kimberley Woods;Japan;61;Summer;2020;Kayak Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006326;Female;Canoe Slalom;1;1;25;25;;;;0;;;0;11;0;10;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Austria;1301297;Viktoria Wolffhardt;Japan;61;Summer;2020;Kayak Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006326;Female;Canoe Slalom;1;1;26;26;;;;0;;;0;14;0;11;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Ukraine;131968;Viktoriya Us;Japan;61;Summer;2020;Canadian Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006332;Female;Canoe Slalom;1;1;27;27;;;;0;;;0;4;0;7;;0;0;;0;0;167;167;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;63;63;
Canada;141378;Florence Maheu;Japan;61;Summer;2020;Kayak Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006326;Female;Canoe Slalom;1;1;27;27;;;;0;;;0;10;0;23;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Chinese Taipei;146855;Chang Chu-Han;Japan;61;Summer;2020;Kayak Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006326;Female;Canoe Slalom;1;1;27;27;;;;0;;;0;13;0;26;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Spain;142416;Núria Vilarrubla;Japan;61;Summer;2020;Canadian Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006332;Female;Canoe Slalom;1;1;28;28;;;;0;;;0;7;0;8;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Cook Islands;141935;Jane Nicholas;Japan;61;Summer;2020;Canadian Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006332;Female;Canoe Slalom;1;1;28;28;;;;0;;;0;20;0;21;;0;0;;0;0;;174;0;0;0;1;;0;0,959095343;0,040904657;;;1;0;0;;;67;
Cook Islands;141935;Jane Nicholas;Japan;61;Summer;2020;Kayak Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006326;Female;Canoe Slalom;1;1;28;28;;;;0;;;0;25;0;22;;0;0;;0;0;;174;0;0;0;1;;0;0,959095343;0,040904657;;;1;0;0;;;67;
Canada;141379;Haley Daniels;Japan;61;Summer;2020;Canadian Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006332;Female;Canoe Slalom;1;1;30;30;;;;0;;;0;5;0;22;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Netherlands;145456;Martina Wegman;Japan;61;Summer;2020;Kayak Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006326;Female;Canoe Slalom;1;1;31;31;;;;0;;;0;6;0;7;;0;0;;0;0;;174;0;0;0;1;;0;0,938800098;0,061199902;;;1;0;0;;;67;
New Zealand;116624;Luuka Jones;Japan;61;Summer;2020;Canadian Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006332;Female;Canoe Slalom;1;1;32;32;;;;0;;;0;16;0;13;;0;0;;0;0;172;172;0;0;0;1;;0;0,949416543;0,050583457;;;1;0;0;;68;68;
Morocco;145165;Celia Jodar;Japan;61;Summer;2020;Kayak Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006326;Female;Canoe Slalom;1;1;32;32;;;;0;;;0;23;0;27;;0;0;;0;0;;174;0;0;0;1;;0;0,951273823;0,048726177;;;1;0;0;;;67;
People's Republic of China;141661;Li Tong;Japan;61;Summer;2020;Kayak Singles, Slalom, Women;0;;0;;Valeur null et 0;Vrai;;19006326;Female;Canoe Slalom;1;1;32;32;;;;0;;;0;5;0;20;;0;0;;0;0;190;190;0;0;0;1;;0;0,914536275;0,085463725;;;1;0;0;;80;80;
Cook Islands;141934;Jade Tierney;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;16;16;;;;0;;;0;32;0;33;;0;0;;0;0;;174;0;0;0;1;;0;0,947750146;0,052249854;;;1;0;0;;;67;
Nigeria;2505639;Ayomide Bello;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;18;18;;;;0;;;0;27;0;19;;0;0;;0;0;145;145;0;0;0;1;;0;0,937780841;0,062219159;;;1;0;0;;51;51;
Cuba;142015;Katherin Nuevo;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;18;18;;;;0;;;0;25;0;16;;0;0;;0;0;;174;0;0;0;1;;0;0,934301377;0,065698623;;;1;0;0;;;67;
Cuba;142016;Yarisleidis Cirilo;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;18;18;;;;0;;;0;26;0;12;;0;0;;0;0;;174;0;0;0;1;;0;0,934301377;0,065698623;;;1;0;0;;;67;
Denmark;142129;Sara Corfixsen Milthers;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;18;18;;;;0;;;0;26;0;24;;0;0;;0;0;;174;0;0;0;1;;0;0,934301377;0,065698623;;;1;0;0;;;67;
Republic of Moldova;145211;Daniela Cociu;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;20;20;;;;0;;;0;17;0;24;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Republic of Moldova;145212;Maria Olărașu;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;20;20;;;;0;;;0;18;0;28;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Croatia;141988;Vanesa Tot;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;21;21;;;;0;;;0;11;0;22;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Spain;142414;Antía Jácome;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;21;21;;;;0;;;0;12;0;5;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Algeria;140410;Amira Kheris;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;21;21;;;;0;;;0;14;0;34;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Algeria;140410;Amira Kheris;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;21;21;;;;0;;;0;16;0;41;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Poland;145926;Helena Wiśniewska;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;21;21;;;;0;;;0;23;0;17;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Germany;143273;Jule Hake;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;21;21;;;;0;;;0;10;0;18;;0;0;;0;0;180;180;0;0;0;1;;0;0,921343146;0,078656854;;;1;0;0;;70;70;
Belarus;141050;Alena Nazdrova;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;22;22;;;;0;;;0;7;0;11;;0;0;;0;0;171;171;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;64;64;
Ukraine;147017;Yuliya Yuriychuk;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;22;22;;;;0;;;0;10;0;25;;0;0;;0;0;172;172;0;0;0;1;;0;0,929935113;0,070064887;;;1;0;0;;69;69;
Ukraine;147017;Yuliya Yuriychuk;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;22;22;;;;0;;;0;14;0;30;;0;0;;0;0;172;172;0;0;0;1;;0;0,929935113;0,070064887;;;1;0;0;;69;69;
Kazakhstan;144753;Margarita Torlopova;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;22;22;;;;0;;;0;16;0;29;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Egypt;142272;Samaa Ahmed;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;22;22;;;;0;;;0;17;0;32;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Thailand;146798;Orasa Thiangkathok;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;22;22;;;;0;;;0;20;0;23;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Egypt;142272;Samaa Ahmed;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;22;22;;;;0;;;0;20;0;40;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Ukraine;147015;Anastasiya Chetverikova;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;22;22;;;;0;;;0;21;0;17;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Uzbekistan;147517;Dilnoza Rakhmatova;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;22;22;;;;0;;;0;22;0;18;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Tunisia;146888;Khaoula Sassi;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;22;22;;;;0;;;0;24;0;29;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Germany;143278;Sophie Koch;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;23;23;;;;0;;;0;5;0;25;;0;0;;0;0;170;170;0;0;0;1;;0;0,927091475;0,072908525;;;1;0;0;;65;65;
People's Republic of China;141666;Yin Mengdie;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;23;23;;;;0;;;0;4;0;12;;0;0;;0;0;;174;0;0;0;1;;0;0,883798584;0,116201416;;;1;0;0;;;67;
People's Republic of China;141666;Yin Mengdie;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;23;23;;;;0;;;0;5;0;28;;0;0;;0;0;;174;0;0;0;1;;0;0,883798584;0,116201416;;;1;0;0;;;67;
Croatia;141987;Anamaria Govorčinović;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;23;23;;;;0;;;0;16;0;21;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
France;142718;Vanina Paoletti;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;23;23;;;;0;;;0;18;0;19;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Great Britain;142979;Deborah Kerr;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;23;23;;;;0;;;0;19;0;8;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Croatia;141987;Anamaria Govorčinović;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;23;23;;;;0;;;0;19;0;35;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Great Britain;142979;Deborah Kerr;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;23;23;;;;0;;;0;21;0;26;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Uzbekistan;147518;Nilufar Zokirova;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;23;23;;;;0;;;0;23;0;27;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Poland;145927;Justyna Iskrzycka;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;23;23;;;;0;;;0;24;0;11;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Australia;140599;Josephine Bulmer;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;24;24;;;;0;;;0;6;0;32;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Canada;141380;Katie Vincent;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;24;24;;;;0;;;0;8;0;8;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Japan;144335;Manaka Kubota;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;24;24;;;;0;;;0;14;0;31;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Japan;144594;Teruko Kiriake;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;24;24;;;;0;;;0;15;0;30;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Poland;145925;Dorota Borowska;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;24;24;;;;0;;;0;19;0;4;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Argentina;128879;Brenda Rojas;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;25;25;;;;0;;;0;33;0;27;;0;0;;0;0;166;166;0;0;0;1;;0;0,948682912;0,051317088;;;1;0;0;;64;64;
Argentina;128879;Brenda Rojas;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;25;25;;;;0;;;0;40;0;29;;0;0;;0;0;166;166;0;0;0;1;;0;0,948682912;0,051317088;;;1;0;0;;64;64;
Australia;128973;Alyssa Bull;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;25;25;;;;0;;;0;15;0;16;;0;0;;0;0;173;173;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;65;65;
Great Britain;142981;Katie Reid;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;25;25;;;;0;;;0;13;0;20;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Germany;143274;Lisa Jahn;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;26;26;;;;0;;;0;4;0;13;;0;0;;0;0;160;160;0;0;0;1;;0;0,924385710;0,075614290;;;1;0;0;;68;68;
France;130106;Manon Hostens;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;26;26;;;;0;;;0;28;0;23;;0;0;;0;0;169;169;0;0;0;1;;0;0,934351742;0,065648258;;;1;0;0;;62;62;
Hungary;143626;Virág Balla;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;26;26;;;;0;;;0;3;0;9;;0;0;;0;0;;174;0;0;0;1;;0;0,904854288;0,095145712;;;1;0;0;;;67;
Hungary;143622;Dóra Lucz;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;26;26;;;;0;;;0;8;0;6;;0;0;;0;0;;174;0;0;0;1;;0;0,904854288;0,095145712;;;1;0;0;;;67;
Belgium;1301319;Hermien Peters;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;26;26;;;;0;;;0;26;0;6;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
ROC;146116;Svetlana Chernigovskaya;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;26;26;;;;0;;;0;30;0;11;;0;0;;0;0;;174;0;0;0;1;;0;0,946261450;0,053738550;;;1;0;0;;;67;
ROC;146114;Irina Andreyeva;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;26;26;;;;0;;;0;30;0;15;;0;0;;0;0;;174;0;0;0;1;;0;0,946261450;0,053738550;;;1;0;0;;;67;
ROC;146116;Svetlana Chernigovskaya;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;26;26;;;;0;;;0;38;0;27;;0;0;;0;0;;174;0;0;0;1;;0;0,946261450;0,053738550;;;1;0;0;;;67;
Sweden;131771;Linnea Stensils;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;26;26;;;;0;;;0;13;0;5;;0;0;;0;0;178;178;0;0;0;1;;0;0,929935113;0,070064887;;;1;0;0;;69;69;
ROC  Russian Federation;120362;Nataliya Podolskaya;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;27;27;;;;0;;;0;12;0;20;;0;0;;0;0;170;170;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;64;64;
Great Britain;142980;Emily Lewis;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;27;27;;;;0;;;0;20;0;18;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Italy;144037;Francesca Genzo;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;27;27;;;;0;;;0;21;0;7;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Great Britain;142980;Emily Lewis;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;27;27;;;;0;;;0;22;0;31;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Italy;144037;Francesca Genzo;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;27;27;;;;0;;;0;23;0;38;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Slovenia;146542;Anja Osterman;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;27;27;;;;0;;;0;25;0;17;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Ukraine;1302569;Mariya Kichasova-Skoryk;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;27;27;;;;0;;;0;25;0;26;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
People's Republic of China;1301496;Huang Jieyi;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;27;27;;;;0;;;0;4;0;33;;0;0;;0;0;174;174;0;0;0;1;;0;0,879694637;0,120305363;;;1;0;0;;68;68;
ROC  Russian Federation;136536;Kira Stepanova;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;27;27;;;;0;;;0;7;0;32;;0;0;;0;0;183;183;0;0;0;1;;0;0,902777254;0,097222746;;;1;0;0;;81;81;
Germany;130341;Sabrina Hering-Pradler;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;28;28;;;;0;;;0;9;0;10;;0;0;;0;0;167;167;0;0;0;1;;0;0,921343146;0,078656854;;;1;0;0;;70;70;
France;130105;Léa Jamelot;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;28;28;;;;0;;;0;13;0;22;;0;0;;0;0;168;168;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;65;65;
Canada;141384;Michelle Russell;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;28;28;;;;0;;;0;15;0;13;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
